
Matrice A di dimensione 24 x 24:
-8.234142	8.972933	-4.795349	-3.690348	1.710962	-8.051916	1.170389	1.655858	6.524759	7.056619	5.977481	6.243442	1.532994	8.607049	-0.002149	8.096356	7.526822	7.722165	2.667602	7.482351	-8.832994	0.185121	-1.033268	1.363151	
8.103827	9.561492	-4.997358	-7.566846	7.543478	-4.886116	-1.676839	4.120999	-1.845820	6.258343	4.029682	2.454490	-8.342037	2.559242	0.821473	-2.926923	1.143872	5.175641	3.723010	9.127956	0.567105	-6.636477	-9.996737	9.504249	
-2.204058	8.258932	6.751883	-0.244730	-7.385292	2.592633	-5.357015	9.777788	4.274769	9.002651	-6.531078	-5.298159	5.930032	-5.881465	-7.937324	8.673241	4.436288	-1.305008	0.175237	9.113879	-1.745740	-0.637825	2.726517	6.778591	
-8.421632	-3.248933	3.107838	9.435668	-0.450726	-6.306003	9.866125	7.107356	9.286010	0.880155	-3.306042	9.204626	9.141318	1.538032	-1.885072	0.435240	-1.097357	-9.404981	-9.986148	7.192106	-8.352521	-1.540455	0.539606	6.258595	
0.652956	6.734655	-2.261785	9.591088	-8.129645	3.001549	8.998210	9.852896	1.930281	2.471847	6.898525	5.220782	6.050082	0.214590	-3.683410	-6.218238	8.967764	-2.211803	5.360083	0.253712	7.924281	1.306891	5.395177	6.208753	
-7.726362	0.779644	-1.833078	9.911720	4.567181	-8.975245	5.170706	4.892192	-5.435292	-0.067487	7.576205	8.173273	1.882545	7.028067	-1.615651	-8.802308	7.709184	-1.358397	2.913701	3.475602	-6.835680	-2.319435	1.167425	4.019244	
1.956955	7.296620	-2.958337	-9.218049	-9.509733	7.175842	-5.070523	8.970736	4.795425	0.268158	2.158123	0.229245	1.282951	5.274565	6.076891	-8.869494	-4.771253	7.279273	3.133842	7.504422	-4.741821	-9.223846	8.883907	7.719348	
-8.841437	5.578920	-9.837839	-0.714244	-0.998924	6.874528	7.640153	-0.352502	3.026843	1.642343	-9.299229	1.090546	1.710890	9.752139	5.418072	5.484825	0.438130	-9.118075	-3.003297	-7.717618	-2.597449	-9.865042	-2.092928	-9.415914	
4.168801	-1.035617	-5.590824	8.520400	5.033006	-1.854986	8.009570	1.746444	-1.876135	8.226111	4.175158	-3.184060	-2.997842	9.982398	2.340105	6.097107	0.414631	0.135522	-2.788442	-9.482008	4.833133	0.216825	4.059269	-2.309997	
5.555651	8.127361	-8.145201	7.127219	5.051677	0.683565	7.035425	-9.964231	6.815439	7.067761	-8.933189	-2.993569	-9.498760	6.839765	9.110516	-2.310712	3.987525	2.567789	-3.678301	0.085089	2.566862	5.169389	6.589129	7.486502	
3.830843	9.374617	9.618364	-2.612321	2.754265	9.144048	8.011929	-8.627215	9.853726	5.684393	-1.029554	-5.085759	8.568596	0.148911	4.910266	-2.748613	8.993800	7.313729	6.460491	1.612465	9.882458	-6.585601	5.171463	1.416082	
7.511947	-1.191955	-8.458645	8.516911	0.051468	-6.062956	-4.086606	5.837108	4.761225	5.691041	-8.877771	1.383457	8.992817	-5.197889	-4.188298	3.348684	3.363279	-8.702459	-1.934493	7.454890	5.932999	7.638510	-1.012588	3.024266	
-2.554435	-6.660026	-4.730009	7.684382	-6.596001	4.978263	-6.167576	2.023886	9.460636	6.451036	2.306190	2.801689	-2.223744	-8.305832	5.224640	1.378371	8.596672	3.379591	0.515368	-6.319379	8.646622	3.566883	-1.652801	-3.238718	
-1.332271	5.649755	4.554746	2.077258	5.056458	-0.885518	5.865923	7.154882	1.303571	7.847812	3.384304	-1.455397	4.539897	-1.048263	7.398375	-5.286066	-4.910643	5.519461	0.690378	9.559215	7.842540	9.101674	2.406539	-3.090303	

Matrice B di dimensione 24 x 24:
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	

Risultato:
Matrice C di dimensione 24 x 24:
7.120819	2.347572	9.990348	-8.055307	-5.372381	7.576203	6.987832	-7.309991	4.843538	5.805107	-3.609792	8.592656	5.614808	7.320081	7.510518	5.545188	3.462104	1.180392	-9.338643	-1.493635	2.720019	5.189120	-3.234984	0.275906	
2.467961	1.861468	-3.124570	2.038666	6.501888	5.580902	4.534197	-8.124629	-4.703610	-2.411411	-4.382357	-8.387397	-7.520996	7.462929	8.535842	6.906767	-9.983594	0.226995	3.399592	6.588693	5.866968	-9.094091	9.030938	2.914669	
7.066068	2.106813	-2.464581	7.154110	9.325412	9.552789	2.254161	0.097963	7.972483	3.353095	-0.027593	4.733573	1.864619	5.584338	-4.292284	9.827748	-7.678873	6.895977	3.475651	4.490299	-3.493590	-8.909893	6.438450	4.939277	
-0.670255	6.035591	8.413293	5.625938	3.046057	6.320209	4.421513	-4.328744	-9.374904	9.065228	6.815379	0.362417	-9.774037	-6.754955	0.990640	-6.032482	-1.835716	6.321771	-0.960697	4.994061	8.660793	-2.017157	2.361462	5.933078	
-9.150766	2.151378	6.592464	7.433977	-6.909526	4.009800	1.491506	-6.686051	0.970782	0.689594	4.217296	6.527376	7.986280	-7.715603	7.437835	-1.916774	9.888906	8.703026	-3.211199	8.093677	1.029634	2.434893	9.632676	3.735710	
4.507806	-3.500870	-3.898046	0.229754	7.959256	-6.405487	0.162100	9.969548	-9.713465	9.993898	8.053410	-6.659914	3.564483	-0.700558	9.037110	5.087042	0.063979	6.079150	-9.000637	5.114120	6.460883	-0.490801	8.468500	-2.631544	
8.459474	1.302956	5.108797	3.626883	0.003910	6.408929	-6.467686	-8.366833	3.002630	-2.317844	4.762731	4.436283	-9.367214	9.820606	-9.789794	4.377490	3.006999	-4.544753	-9.203556	4.165716	2.420987	1.919833	6.621406	8.798475	
3.339904	9.663197	-5.733924	-3.386116	8.806370	3.341371	-8.248747	7.931046	6.986497	4.749937	-9.410690	8.163464	6.739529	8.435238	-6.227688	-6.448134	6.926054	6.783267	9.308320	-2.128620	3.362702	1.290521	-2.036790	-9.022572	
-3.700918	3.170756	-2.600769	3.768892	-5.585088	6.513767	-3.515327	2.420285	-1.679985	1.255610	6.260209	-3.243009	1.992424	0.532062	-4.886802	1.266482	9.956582	6.453991	-8.687560	-2.793676	2.579479	4.117920	3.729188	6.934288	
0.443509	8.906413	4.955311	-9.836149	-7.011601	-4.170607	-0.837422	8.567673	3.022971	7.095035	7.871406	9.290414	5.314228	4.430732	-2.524529	-6.303236	-1.363477	0.439554	-6.279185	7.389185	-4.312088	3.910531	8.878877	6.818595	
-8.234142	8.972933	-4.795349	-3.690348	1.710962	-8.051916	1.170389	1.655858	6.524759	7.056619	5.977481	6.243442	1.532994	8.607049	-0.002149	8.096356	7.526822	7.722165	2.667602	7.482351	-8.832994	0.185121	-1.033268	1.363151	
8.103827	9.561492	-4.997358	-7.566846	7.543478	-4.886116	-1.676839	4.120999	-1.845820	6.258343	4.029682	2.454490	-8.342037	2.559242	0.821473	-2.926923	1.143872	5.175641	3.723010	9.127956	0.567105	-6.636477	-9.996737	9.504249	
-2.204058	8.258932	6.751883	-0.244730	-7.385292	2.592633	-5.357015	9.777788	4.274769	9.002651	-6.531078	-5.298159	5.930032	-5.881465	-7.937324	8.673241	4.436288	-1.305008	0.175237	9.113879	-1.745740	-0.637825	2.726517	6.778591	
-8.421632	-3.248933	3.107838	9.435668	-0.450726	-6.306003	9.866125	7.107356	9.286010	0.880155	-3.306042	9.204626	9.141318	1.538032	-1.885072	0.435240	-1.097357	-9.404981	-9.986148	7.192106	-8.352521	-1.540455	0.539606	6.258595	
0.652956	6.734655	-2.261785	9.591088	-8.129645	3.001549	8.998210	9.852896	1.930281	2.471847	6.898525	5.220782	6.050082	0.214590	-3.683410	-6.218238	8.967764	-2.211803	5.360083	0.253712	7.924281	1.306891	5.395177	6.208753	
-7.726362	0.779644	-1.833078	9.911720	4.567181	-8.975245	5.170706	4.892192	-5.435292	-0.067487	7.576205	8.173273	1.882545	7.028067	-1.615651	-8.802308	7.709184	-1.358397	2.913701	3.475602	-6.835680	-2.319435	1.167425	4.019244	
1.956955	7.296620	-2.958337	-9.218049	-9.509733	7.175842	-5.070523	8.970736	4.795425	0.268158	2.158123	0.229245	1.282951	5.274565	6.076891	-8.869494	-4.771253	7.279273	3.133842	7.504422	-4.741821	-9.223846	8.883907	7.719348	
-8.841437	5.578920	-9.837839	-0.714244	-0.998924	6.874528	7.640153	-0.352502	3.026843	1.642343	-9.299229	1.090546	1.710890	9.752139	5.418072	5.484825	0.438130	-9.118075	-3.003297	-7.717618	-2.597449	-9.865042	-2.092928	-9.415914	
4.168801	-1.035617	-5.590824	8.520400	5.033006	-1.854986	8.009570	1.746444	-1.876135	8.226111	4.175158	-3.184060	-2.997842	9.982398	2.340105	6.097107	0.414631	0.135522	-2.788442	-9.482008	4.833133	0.216825	4.059269	-2.309997	
5.555651	8.127361	-8.145201	7.127219	5.051677	0.683565	7.035425	-9.964231	6.815439	7.067761	-8.933189	-2.993569	-9.498760	6.839765	9.110516	-2.310712	3.987525	2.567789	-3.678301	0.085089	2.566862	5.169389	6.589129	7.486502	
3.830843	9.374617	9.618364	-2.612321	2.754265	9.144048	8.011929	-8.627215	9.853726	5.684393	-1.029554	-5.085759	8.568596	0.148911	4.910266	-2.748613	8.993800	7.313729	6.460491	1.612465	9.882458	-6.585601	5.171463	1.416082	
7.511947	-1.191955	-8.458645	8.516911	0.051468	-6.062956	-4.086606	5.837108	4.761225	5.691041	-8.877771	1.383457	8.992817	-5.197889	-4.188298	3.348684	3.363279	-8.702459	-1.934493	7.454890	5.932999	7.638510	-1.012588	3.024266	
-2.554435	-6.660026	-4.730009	7.684382	-6.596001	4.978263	-6.167576	2.023886	9.460636	6.451036	2.306190	2.801689	-2.223744	-8.305832	5.224640	1.378371	8.596672	3.379591	0.515368	-6.319379	8.646622	3.566883	-1.652801	-3.238718	
-1.332271	5.649755	4.554746	2.077258	5.056458	-0.885518	5.865923	7.154882	1.303571	7.847812	3.384304	-1.455397	4.539897	-1.048263	7.398375	-5.286066	-4.910643	5.519461	0.690378	9.559215	7.842540	9.101674	2.406539	-3.090303	
